rank,company_name,website,final_career_url,verified,Citation
384,Autoliv,www.autoliv.com,https://www.autoliv.com/careers,False,Suggested URL not accessible: https://www.autoliv.com/careers
385,Alaska Air Group,www.alaskaair.com,https://careers.alaskaair.com/,True,The URL leads directly to the job listings page for Alaska Air Group and is accessible.
386,KeyCorp,www.key.com,https://keybank.wd5.myworkdayjobs.com/External_Career_Site,True,"The current URL redirects to the correct job listings page for KeyCorp, which is accessible and leads directly to job search listings."
387,Las Vegas Sands,www.sands.com,https://www.sands.com/careers,False,Suggested URL not accessible: https://www.sands.com/careers
388,Owens & Minor,www.owens-minor.com,https://www.owens-minor.com/careers,False,Suggested URL not accessible: https://www.owens-minor.com/careers
389,Hilton Worldwide Holdings,www.hilton.com,https://www.hilton.com/en/careers/,False,Suggested URL not accessible: https://www.hilton.com/en/careers/
390,Ebay,www.ebay.com,https://jobs.ebayinc.com/us/en,True,"The current URL redirects to this page, which is the direct job listings page for eBay."
391,Arthur J. Gallagher,www.ajg.com,https://www.ajg.com/careers,True,The URL leads directly to the job listings page for Arthur J. Gallagher and is accessible.
392,LPL Financial Holdings,www.lpl.com,https://career.lpl.com/,True,The URL leads directly to the job listings page for LPL Financial Holdings and is accessible. (Redirects to: https://career.lpl.com/)
393,Cincinnati Financial,www.cinfin.com,https://www.cinfin.com/cincinnati-insurance-careers,True,This URL leads directly to the Cincinnati Financial careers page where job listings are available. (Redirects to: https://www.cinfin.com/cincinnati-insurance-careers)
394,Toll Brothers,www.tollbrothers.com,https://www.tollbrothers.com/careers,False,Suggested URL not accessible: https://www.tollbrothers.com/careers
395,Motorola Solutions,www.motorolasolutions.com,https://www.motorolasolutions.com/en_us/careers.html,False,Suggested URL not accessible: https://www.motorolasolutions.com/en_us/careers.html
396,Airbnb,www.airbnb.com,https://careers.airbnb.com/,True,The URL leads directly to Airbnb's job listings page and is accessible. (Redirects to: https://careers.airbnb.com/)
397,Intercontinental Exchange,www.ice.com,https://careers.ice.com/jobs,True,The URL leads directly to the job listings page for Intercontinental Exchange and is accessible.
398,News Corp.,www.newscorp.com,https://newscorp.com/careers/,True,This URL leads directly to the job listings page for News Corp and is accessible. (Redirects to: https://newscorp.com/careers/)
399,Chipotle Mexican Grill,www.chipotle.com,https://jobs.chipotle.com/,True,The URL leads directly to the job listings page for Chipotle Mexican Grill and is accessible.
400,Vertex Pharmaceuticals,www.vrtx.com,https://www.vrtx.com/careers,False,Suggested URL not accessible: https://www.vrtx.com/careers
401,Biogen,www.biogen.com,https://www.biogen.com:443/careers.html,True,This URL leads directly to Biogen's career page where job listings are available. (Redirects to: https://www.biogen.com:443/careers.html)
402,GXO Logistics,www.gxo.com,https://www.gxo.com/careers,False,Suggested URL not accessible: https://www.gxo.com/careers
403,SpartanNash,www.spartannash.com,https://www.spartannash.com/careers,False,Suggested URL not accessible: https://www.spartannash.com/careers
404,Burlington Stores,www.burlingtoninvestors.com,https://www.burlington.com/careers,True,This URL leads directly to Burlington Stores' career page where job listings are available.
405,Thrivent Financial for Lutherans,www.thrivent.com,https://www.thrivent.com/careers,False,Suggested URL not accessible: https://www.thrivent.com/careers
406,NVR,www.nvrinc.com,https://www.nvrinc.com/careers,False,Suggested URL not accessible: https://www.nvrinc.com/careers
407,Owens Corning,www.owenscorning.com,https://careers.owenscorning.com/,True,The URL leads directly to the Owens Corning career page where job listings are shown and is accessible.
407,Westinghouse Air Brake Technologies,www.wabteccorp.com,https://www.wabteccorp.com/careers,True,This URL leads directly to the job listings page for Westinghouse Air Brake Technologies and is accessible.
409,Oshkosh,www.oshkoshcorp.com,https://careers.oshkoshcorp.com/us/en,True,The URL leads directly to the job listings page for Oshkosh and is accessible.
410,Global Payments,www.globalpaymentsinc.com,https://www.globalpaymentsinc.com/careers,False,Suggested URL not accessible: https://www.globalpaymentsinc.com/careers
411,Lululemon athletica,www.lululemon.com,https://lululemon.wd5.myworkdayjobs.com/en-US/lululemon,False,Suggested URL not accessible: https://lululemon.wd5.myworkdayjobs.com/en-US/lululemon
412,Albemarle,www.albemarle.com,https://www.albemarle.com/careers,False,Suggested URL not accessible: https://www.albemarle.com/careers
413,JetBlue Airways,www.jetblue.com,https://careers.jetblue.com/,True,The URL leads directly to JetBlue Airways' job listings page and is accessible.
414,Seaboard,www.seaboardcorp.com,https://www.seaboardcorp.com/careers,False,Suggested URL not accessible: https://www.seaboardcorp.com/careers
415,Constellation Brands,www.cbrands.com,https://cbrands.wd5.myworkdayjobs.com/CBI_External_Careers,True,This URL leads directly to the job listings page for Constellation Brands and is accessible. (Redirects to: https://cbrands.wd5.myworkdayjobs.com/CBI_External_Careers)
416,Graphic Packaging Holding,www.graphicpkg.com,https://careers.graphicpkg.com/,True,The URL leads directly to the job listings page for Graphic Packaging Holding and is accessible. (Redirects to: https://careers.graphicpkg.com/)
417,Hertz Global Holdings,www.hertz.com,https://www.hertz.com/careers/,True,The URL leads directly to the job listings page for Hertz Global Holdings and is accessible. (Redirects to: https://www.hertz.com/careers/)
418,FM Global,www.fmglobal.com,https://www.careersatfm.com/,True,This URL leads directly to FM Global's career page where job listings are available. (Redirects to: https://www.careersatfm.com/)
419,Campbell Soup,www.campbellsoupcompany.com,https://careers.thecampbellscompany.com/,True,The URL is the official career page for Campbell Soup and leads directly to job listings. (Redirects to: https://careers.thecampbellscompany.com/)
420,Expeditors Intl. of Washington,www.expeditors.com,https://www.expeditors.com/careers,True,This URL leads directly to the job listings page for Expeditors Intl. of Washington and is accessible.
421,A-Mark Precious Metals,www.amark.com,https://www.amark.com/careers,False,Suggested URL not accessible: https://www.amark.com/careers
422,Booz Allen Hamilton Holding,www.boozallen.com,https://www.boozallen.com/careers.html,True,The URL leads directly to Booz Allen Hamilton's job listings page and is accessible. (Redirects to: https://www.boozallen.com/careers.html)
423,Quest Diagnostics,www.questdiagnostics.com,https://careers.questdiagnostics.com/,True,The URL leads directly to the job listings page for Quest Diagnostics and is accessible. (Redirects to: https://careers.questdiagnostics.com/)
424,Altice USA,www.alticeusa.com,https://www.alticeusa.com/careers,False,Suggested URL not accessible: https://www.alticeusa.com/careers
425,PVH,www.pvh.com,https://careers.pvh.com/,True,The URL leads directly to the job listings page for PVH and is accessible. (Redirects to: https://careers.pvh.com/)
426,Eastman Chemical,www.eastman.com,https://jobs.eastman.com/,True,The URL leads directly to the job listings page for Eastman Chemical and is accessible.
427,Insight Enterprises,www.insight.com,https://careers.insight.com/en,False,Suggested URL not accessible: https://careers.insight.com/en
428,Regions Financial,www.regions.com,https://careers.regions.com/us/en,True,The URL leads directly to the job listings page for Regions Financial and is accessible.
429,Beacon Roofing Supply,www.becn.com,https://www.qxo.com/careers,True,This URL leads directly to the job listings page for Beacon Roofing Supply and is accessible. (Redirects to: https://www.qxo.com/careers)
430,Rockwell Automation,www.rockwellautomation.com,https://www.rockwellautomation.com/en-us/company/careers.html,False,Suggested URL not accessible: https://www.rockwellautomation.com/en-us/company/careers.html
431,Polaris,www.polaris.com,https://www.polaris.com/en-us/careers/,False,Suggested URL not accessible: https://www.polaris.com/en-us/careers/
432,ServiceNow,www.servicenow.com,https://www.servicenow.com/careers.html,False,Suggested URL not accessible: https://www.servicenow.com/careers.html
433,Sanmina,www.sanmina.com,https://careers.sanmina.com/,True,The URL leads directly to Sanmina's job listings page and is accessible. (Redirects to: https://careers.sanmina.com/)
434,UGI,www.ugicorp.com,https://careers.ugicorp.com/,True,The URL leads directly to UGI's job listings page and is accessible. (Redirects to: https://careers.ugicorp.com/)
435,WEC Energy Group,www.wecenergygroup.com,https://careers.wecenergygroup.com/,True,The URL leads directly to the job listings page for WEC Energy Group and is accessible. (Redirects to: https://careers.wecenergygroup.com/)
436,BrightSpring Health Services,www.brightspringhealth.com,https://careers-brightspring.icims.com/,True,"The current URL redirects to a valid job listings page, which is the correct career page for BrightSpring Health Services. (Redirects to: https://careers-brightspring.icims.com/)"
437,Cintas,www.cintas.com,https://careers.cintas.com/,True,The URL leads directly to Cintas' job listings page and is accessible.
438,Commercial Metals,www.cmc.com,https://jobs.cmc.com,True,This URL leads directly to the job listings page for Commercial Metals and is accessible. (Redirects to: https://jobs.cmc.com)
439,Continental Resources,www.clr.com,https://www.clr.com/careers,False,Suggested URL not accessible: https://www.clr.com/careers
440,Chesapeake Energy,www.chk.com,https://www.chk.com/careers,True,This URL leads directly to the job listings page for Chesapeake Energy and is accessible.
441,CenterPoint Energy,www.centerpointenergy.com,https://careers.centerpointenergy.com/,True,The URL leads directly to the job listings page for CenterPoint Energy and is accessible. (Redirects to: https://careers.centerpointenergy.com/)
442,NGL Energy Partners,www.nglenergypartners.com,https://www.nglenergypartners.com/careers-2/,True,This URL leads directly to the job listings page for NGL Energy Partners and is accessible. (Redirects to: https://www.nglenergypartners.com/careers-2/)
443,DoorDash,ir.doordash.com,https://careers.doordash.com,False,Suggested URL not accessible: https://careers.doordash.com
444,NOV,www.nov.com,https://www.nov.com/careers,True,This URL leads directly to the job listings page on NOV's official website.
445,Zoetis,www.zoetis.com,https://www.zoetis.com/join-us,True,This URL leads directly to the job listings page for Zoetis and is accessible. (Redirects to: https://www.zoetis.com/join-us)
446,J.M. Smucker,www.jmsmucker.com,https://www.jmsmucker.com/careers,True,This URL leads directly to the job listings page for J.M. Smucker and is accessible.
447,Microchip Technology,www.microchip.com,https://www.microchip.com/en-us/about/careers,False,Suggested URL not accessible: https://www.microchip.com/en-us/about/careers
448,Dover,www.dovercorporation.com,https://careers.dovercorporation.com/,True,The URL leads directly to the job listings page for Dover Corporation and is accessible. (Redirects to: https://careers.dovercorporation.com/)
449,Diamondback Energy,www.diamondbackenergy.com,https://www.diamondbackenergy.com/careers,True,This URL leads directly to the job listings page on Diamondback Energy's official website.
450,Avery Dennison,www.averydennison.com,https://averydennison.jobs/jobs/,True,This URL leads directly to the job listings page for Avery Dennison and is accessible. (Redirects to: https://averydennison.jobs/jobs/)
451,PPL,www.pplweb.com,https://careers.pplweb.com/jobs,True,The URL leads directly to the job listings page for PPL and is accessible.
452,ON Semiconductor,www.onsemi.com,https://www.onsemi.com/careers,True,This URL leads directly to the job listings page for ON Semiconductor and is accessible.
453,ARKO,www.arkocorp.com,https://www.arkocorp.com/careers,False,Suggested URL not accessible: https://www.arkocorp.com/careers
454,Par Pacific Holdings,www.parpacific.com,https://careers.parpacific.com/,True,The URL leads directly to the job listings page for Par Pacific Holdings and is accessible.
455,APA,www.apacorp.com,https://www.apacorp.com/careers,False,Suggested URL not accessible: https://www.apacorp.com/careers
456,Equinix,www.equinix.com,https://careers.equinix.com/,True,The URL leads directly to Equinix's job listings page and is accessible. (Redirects to: https://careers.equinix.com/)
457,New York Community Bancorp,www.mynycb.com,https://www.mynycb.com/careers,False,Suggested URL not accessible: https://www.mynycb.com/careers
458,Foot Locker,www.footlocker.comcorp,https://careers.footlocker.com/,True,This URL leads directly to Foot Locker's career page where job listings are available. (Redirects to: https://careers.footlocker.com/)
459,Ingredion,www.ingredion.com,https://careers.ingredion.com/en,False,Suggested URL not accessible: https://careers.ingredion.com/en
460,Newell Brands,www.newellbrands.com,https://careers.newellbrands.com/,True,The URL leads directly to the job listings page for Newell Brands and is accessible. (Redirects to: https://careers.newellbrands.com/)
461,ABM Industries,www.abm.com,https://www.abm.com/careers,True,This URL leads directly to the job listings page for ABM Industries and is accessible.
462,Securian Financial Group,www.securian.com,https://www.securian.com/about-us/careers?cid=rd_vurl_erjo_securian-careers_careers_&strala_id=1002299,True,This URL leads directly to the job listings page for Securian Financial Group and is accessible. (Redirects to: https://www.securian.com/about-us/careers?cid=rd_vurl_erjo_securian-careers_careers_&strala_id=1002299)
463,Prologis,www.prologis.com,https://www.prologis.com/careers,False,Suggested URL not accessible: https://www.prologis.com/careers
464,Blackstone,www.blackstone.com,https://www.blackstone.com/careers/careers-blackstone/,True,This URL leads directly to the job listings page for Blackstone and is accessible. (Redirects to: https://www.blackstone.com/careers/careers-blackstone/)
465,Skechers U.S.A.,www.skechers.com,https://careers.skechers.com/us/en,True,The URL leads directly to the job listings page for Skechers U.S.A. and is accessible.
466,Masco,www.masco.com,https://www.masco.com/careers,False,Suggested URL not accessible: https://www.masco.com/careers
467,Rush Enterprises,www.rushenterprises.com,https://careers.rushenterprises.com/,True,The URL leads directly to the job listings page for Rush Enterprises and is accessible. (Redirects to: https://careers.rushenterprises.com/)
468,Franklin Resources,www.franklinresources.com,https://www.franklinresources.com/careers,True,This URL leads directly to the job listings page for Franklin Resources and is accessible.
469,ODP,www.theodpcorp.com,https://www.theodpcorp.com/careers,False,Suggested URL not accessible: https://www.theodpcorp.com/careers
470,American Financial Group,www.afginc.com,https://www.afginc.com/careers,False,Suggested URL not accessible: https://www.afginc.com/careers
471,Packaging Corp. of America,www.packagingcorp.com,https://www.packagingcorp.com/careers,False,Suggested URL not accessible: https://www.packagingcorp.com/careers
472,Vulcan Materials,www.vulcanmaterials.com,https://www.vulcanmaterials.com/work-for-vulcan,True,This URL leads directly to the Vulcan Materials career page where job listings are available. (Redirects to: https://www.vulcanmaterials.com/work-for-vulcan)
473,Interactive Brokers Group,www.interactivebrokers.com,https://www.interactivebrokers.com/en/home.php,True,This URL leads directly to the job listings page for Interactive Brokers Group. (Redirects to: https://www.interactivebrokers.com/en/home.php)
474,Williams-Sonoma,www.williams-sonomainc.com,https://www.williams-sonoma.com/company/careers/,False,Suggested URL not accessible: https://www.williams-sonoma.com/company/careers/
475,XPO,www.xpo.com,https://jobs.xpo.com/,True,This URL leads directly to the job listings page for XPO and is accessible. (Redirects to: https://jobs.xpo.com/)
476,Weyerhaeuser,www.weyerhaeuser.com,https://www.weyerhaeuser.com/careers/,True,This URL leads directly to Weyerhaeuser's job listings page and is accessible.
477,Genworth Financial,www.genworth.com,https://careers.genworth.com/us/en,True,The URL leads directly to the job listings page for Genworth Financial and is accessible.
478,CMS Energy,www.cmsenergy.com,https://www.cmsenergy.com/careers,False,Suggested URL not accessible: https://www.cmsenergy.com/careers
479,Science Applications International,www.saic.com,https://www.saic.com/careers,False,Suggested URL not accessible: https://www.saic.com/careers
480,Jefferies Financial Group,www.jefferies.com,https://www.jefferies.com/careers/,True,The URL leads directly to the job listings page for Jefferies Financial Group and is accessible. (Redirects to: https://www.jefferies.com/careers/)
481,Bath & Body Works,www.bbwinc.com,https://www.bathandbodyworks.com/careers,False,Suggested URL not accessible: https://www.bathandbodyworks.com/careers
482,Electronic Arts,www.ea.com,https://www.ea.com/careers,True,The URL leads directly to the job listings page for Electronic Arts and is accessible.
483,Taylor Morrison Home,www.taylormorrison.com,https://careers.taylormorrison.com/,True,The URL leads directly to the job listings page for Taylor Morrison Home and is accessible. (Redirects to: https://careers.taylormorrison.com/)
484,Zimmer Biomet Holdings,www.zimmerbiomet.com,https://careers.zimmerbiomet.com/us/en,True,The URL leads directly to the job listings page for Zimmer Biomet Holdings and is accessible.
485,Clorox,www.thecloroxcompany.com,https://www.thecloroxcompany.com/careers/,True,This URL leads directly to Clorox's career page where job listings are available. (Redirects to: https://www.thecloroxcompany.com/careers/)
486,Xylem,www.xylem.com,https://www.xylem.com/en-us/careers/,False,Suggested URL not accessible: https://www.xylem.com/en-us/careers/
487,Voya Financial,www.voya.com,https://voya.wd5.myworkdayjobs.com/en-US/external,False,Suggested URL not accessible: https://voya.wd5.myworkdayjobs.com/en-US/external
488,Fastenal,www.fastenal.com,https://careers.fastenal.com/,True,The URL leads directly to Fastenal's job listings page and is accessible. (Redirects to: https://careers.fastenal.com/)
489,Watsco,www.watsco.com,https://www.watsco.com/careers,False,Suggested URL not accessible: https://www.watsco.com/careers
490,Workday,www.workday.com,https://www.workday.com/en-us/company/careers/overview.html,True,This URL leads directly to Workday's career page where job listings are available. (Redirects to: https://www.workday.com/en-us/company/careers/overview.html)
491,Old Republic International,https://www.oldrepublic.com/,https://www.oldrepublic.com/careers,False,Suggested URL not accessible: https://www.oldrepublic.com/careers
492,RPM International,https://www.rpminc.com/,https://www.rpminc.com/careers,False,Suggested URL not accessible: https://www.rpminc.com/careers
493,UFP Industries,https://www.ufpi.com/,https://www.ufpi.com/careers,False,Suggested URL not accessible: https://www.ufpi.com/careers
494,Ameren,https://www.ameren.com/,https://careers.ameren.com/,False,Suggested URL not accessible: https://careers.ameren.com/
495,Knight-Swift Transportation Hldgs.,https://investor.knight-swift.com/,https://www.knight-swift.com/careers,False,Suggested URL not accessible: https://www.knight-swift.com/careers
496,Monster Beverage,https://www.monsterbevcorp.com/,https://www.monsterbevcorp.com/careers,False,Suggested URL not accessible: https://www.monsterbevcorp.com/careers
497,Intuitive Surgical,https://www.intuitive.com/,https://www.intuitive.com/careers,True,"This URL leads directly to the job listings page for Intuitive Surgical, fulfilling all requirements."
498,Super Micro Computer,https://www.supermicro.com/,https://www.supermicro.com/en/careers,True,This URL leads directly to the job listings page for Super Micro Computer and is accessible.
499,Concentrix,https://www.concentrix.com/,https://careers.concentrix.com/,False,Suggested URL not accessible: https://careers.concentrix.com/
500,O-I Glass,https://www.o-i.com/,https://www.o-i.com/careers,False,Suggested URL not accessible: https://www.o-i.com/careers
